Severity,Type,Code,Source,Description,Timestamp,Run_Hours,Asset,Site
Low,Diagnostic,275:3,Engine,Right Turbocharger Inlet Pressure Sensor:Voltage Above Normal,2022-01-01 11:44:55,59324,S2R00223,Parcel do Manoel Luis
Medium,Event,31:2,Engine,Air Filter Restriction Derate,2022-01-01 10:47:01,59323,S2R00223,Parcel do Manoel Luis
Low,Event,272:1,Engine,Inlet Air Restriction Warning,2022-01-01 10:47:01,59323,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,275:3,Engine,Right Turbocharger Inlet Pressure Sensor:Voltage Above Normal,2021-12-30 22:37:47,59323,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,275:3,Engine,Right Turbocharger Inlet Pressure Sensor:Voltage Above Normal,2021-12-30 21:35:53,59322,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,275:3,Engine,Right Turbocharger Inlet Pressure Sensor:Voltage Above Normal,2021-12-30 20:24:27,59320,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,275:3,Engine,Right Turbocharger Inlet Pressure Sensor:Voltage Above Normal,2021-12-30 18:17:45,59318,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,275:3,Engine,Right Turbocharger Inlet Pressure Sensor:Voltage Above Normal,2021-12-30 17:12:54,59317,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,275:3,Engine,Right Turbocharger Inlet Pressure Sensor:Voltage Above Normal,2021-12-30 16:08:24,59316,S2R00223,Parcel do Manoel Luis
Low,Event,38:1,Engine,Low Engine Coolant Temperature Warning,2021-12-30 14:38:34,59315,S2R00223,Parcel do Manoel Luis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-12-30 14:00:38,59314,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,275:3,Engine,Right Turbocharger Inlet Pressure Sensor:Voltage Above Normal,2021-12-30 11:49:05,59313,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,275:3,Engine,Right Turbocharger Inlet Pressure Sensor:Voltage Above Normal,2021-12-30 06:34:54,59308,S2R00223,Parcel do Manoel Luis
Low,Event,95:1,Engine,Fuel Filter Restriction Warning,2021-12-30 01:08:41,59303,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,275:3,Engine,Right Turbocharger Inlet Pressure Sensor:Voltage Above Normal,2021-12-29 23:29:29,59301,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,275:3,Engine,Right Turbocharger Inlet Pressure Sensor:Voltage Above Normal,2021-12-29 21:41:16,59299,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,275:3,Engine,Right Turbocharger Inlet Pressure Sensor:Voltage Above Normal,2021-12-29 19:53:12,59297,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,275:3,Engine,Right Turbocharger Inlet Pressure Sensor:Voltage Above Normal,2021-12-29 18:02:16,59296,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,275:3,Engine,Right Turbocharger Inlet Pressure Sensor:Voltage Above Normal,2021-12-29 15:27:21,59293,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,275:3,Engine,Right Turbocharger Inlet Pressure Sensor:Voltage Above Normal,2021-12-29 14:06:54,59292,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,275:3,Engine,Right Turbocharger Inlet Pressure Sensor:Voltage Above Normal,2021-12-29 10:17:25,59288,S2R00223,Parcel do Manoel Luis
Medium,Event,31:2,Engine,Air Filter Restriction Derate,2021-12-26 02:15:58,59213,S2R00223,Parcel do Manoel Luis
Low,Event,272:1,Engine,Inlet Air Restriction Warning,2021-12-26 02:15:58,59213,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,275:3,Engine,Right Turbocharger Inlet Pressure Sensor:Voltage Above Normal,2021-12-26 01:04:21,59211,S2R00223,Parcel do Manoel Luis
Low,Event,173:1,Engine,High Exhaust Temperature Warning,2021-12-25 05:22:03,59202,S2R00223,Parcel do Manoel Luis
Low,Event,173:1,Engine,High Exhaust Temperature Warning,2021-12-25 01:57:14,59199,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,542:2,Engine,"Engine Oil Pressure Sensor - Before Oil Filter:Erratic, Intermittent, or Incorrect",2021-12-23 08:23:42,59171,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,100:2,Engine,"Engine Oil Pressure Sensor:Erratic, Intermittent, or Incorrect",2021-12-23 08:23:42,59171,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,542:4,Engine,Engine Oil Pressure Sensor - Before Oil Filter:Voltage Below Normal,2021-12-23 08:23:28,59171,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,542:2,Engine,"Engine Oil Pressure Sensor - Before Oil Filter:Erratic, Intermittent, or Incorrect",2021-12-22 09:09:24,59153,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,100:2,Engine,"Engine Oil Pressure Sensor:Erratic, Intermittent, or Incorrect",2021-12-22 09:09:24,59153,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,542:4,Engine,Engine Oil Pressure Sensor - Before Oil Filter:Voltage Below Normal,2021-12-22 09:09:08,59153,S2R00223,Parcel do Manoel Luis
Low,Event,173:1,Engine,High Exhaust Temperature Warning,2021-12-21 06:04:51,59132,S2R00223,Parcel do Manoel Luis
Low,Event,173:1,Engine,High Exhaust Temperature Warning,2021-12-21 04:16:42,59131,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,100:2,Engine,"Engine Oil Pressure Sensor:Erratic, Intermittent, or Incorrect",2021-12-21 03:42:27,59130,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,542:2,Engine,"Engine Oil Pressure Sensor - Before Oil Filter:Erratic, Intermittent, or Incorrect",2021-12-21 03:42:27,59130,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,542:4,Engine,Engine Oil Pressure Sensor - Before Oil Filter:Voltage Below Normal,2021-12-21 03:42:16,59130,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,100:2,Engine,"Engine Oil Pressure Sensor:Erratic, Intermittent, or Incorrect",2021-12-20 06:51:23,59122,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,542:2,Engine,"Engine Oil Pressure Sensor - Before Oil Filter:Erratic, Intermittent, or Incorrect",2021-12-20 06:51:23,59122,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,275:3,Engine,Right Turbocharger Inlet Pressure Sensor:Voltage Above Normal,2021-12-18 18:38:05,59117,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,542:2,Engine,"Engine Oil Pressure Sensor - Before Oil Filter:Erratic, Intermittent, or Incorrect",2021-12-18 14:16:54,59116,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,100:2,Engine,"Engine Oil Pressure Sensor:Erratic, Intermittent, or Incorrect",2021-12-18 14:16:54,59116,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,100:2,Engine,"Engine Oil Pressure Sensor:Erratic, Intermittent, or Incorrect",2021-12-17 14:43:10,59105,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,542:2,Engine,"Engine Oil Pressure Sensor - Before Oil Filter:Erratic, Intermittent, or Incorrect",2021-12-17 14:43:10,59105,S2R00223,Parcel do Manoel Luis
Low,Event,101:1,Engine,High Crankcase Pressure Warning,2021-12-17 07:45:46,59098,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,275:3,Engine,Right Turbocharger Inlet Pressure Sensor:Voltage Above Normal,2021-12-14 04:09:33,59098,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,100:2,Engine,"Engine Oil Pressure Sensor:Erratic, Intermittent, or Incorrect",2021-12-13 16:42:26,59096,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,542:2,Engine,"Engine Oil Pressure Sensor - Before Oil Filter:Erratic, Intermittent, or Incorrect",2021-12-13 16:42:26,59096,S2R00223,Parcel do Manoel Luis
Low,Diagnostic,542:4,Engine,Engine Oil Pressure Sensor - Before Oil Filter:Voltage Below Normal,2021-12-13 16:42:15,59096,S2R00223,Parcel do Manoel Luis
