Severity,Type,Code,Source,Description,Timestamp,Run_Hours,Asset,Site
Low,Event,100:1,Engine,Low Engine Oil Pressure Warning,2022-04-28 03:06:48,24543,ABC00548,Hendrix
Low,Event,100:1,Engine,Low Engine Oil Pressure Warning,2022-04-24 16:58:42,24539,ABC00548,Hendrix
Low,Event,100:1,Engine,Low Engine Oil Pressure Warning,2022-04-23 06:29:34,24534,ABC00548,Hendrix
High,Event,4:3,Engine,Engine Overspeed Shutdown,2022-04-22 11:28:53,24515,ABC00548,Hendrix
Low,Event,190:1,Engine,Engine Overspeed Warning,2022-04-22 11:28:53,24515,ABC00548,Hendrix
Medium,Diagnostic,110:3,Engine,Engine Coolant Temperature Sensor:Voltage Above Normal,2022-04-22 11:25:39,24515,ABC00548,Hendrix
High,Event,16:3,Engine,High Engine Coolant Temperature Shutdown,2022-04-22 11:25:33,24515,ABC00548,Hendrix
Medium,Event,15:2,Engine,High Engine Coolant Temperature Derate,2022-04-22 11:25:28,24515,ABC00548,Hendrix
Low,Event,17:1,Engine,High Engine Coolant Temperature Warning,2022-04-22 11:25:17,24515,ABC00548,Hendrix
High,Event,40:3,Engine,Low Engine Oil Pressure Shutdown,2022-04-22 11:15:25,24515,ABC00548,Hendrix
Low,Event,100:1,Engine,Low Engine Oil Pressure Warning,2022-04-22 11:15:20,24515,ABC00548,Hendrix
Low,Event,99:1,Engine,Engine Oil Filter Restriction Warning,2022-04-22 11:14:43,24515,ABC00548,Hendrix
Low,Diagnostic,100:3,Engine,Engine Oil Pressure Sensor:Voltage Above Normal,2022-04-22 10:30:19,24515,ABC00548,Hendrix
Low,Diagnostic,542:2,Engine,"Engine Oil Pressure Sensor - Before Oil Filter:Erratic, Intermittent, or Incorrect",2022-04-22 10:25:32,24515,ABC00548,Hendrix
Low,Diagnostic,100:2,Engine,"Engine Oil Pressure Sensor:Erratic, Intermittent, or Incorrect",2022-04-22 10:25:31,24515,ABC00548,Hendrix
Low,Diagnostic,336:2,Engine,"Engine Control Switch:Erratic, Intermittent, or Incorrect",2022-03-28 07:45:38,24153,ABC00548,Hendrix
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-24 09:20:05,24116,ABC00548,Hendrix
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-02-11 04:09:12,23762,ABC00548,Hendrix
Low,Diagnostic,336:2,Engine,"Engine Control Switch:Erratic, Intermittent, or Incorrect",2022-01-28 22:14:53,23705,ABC00548,Hendrix
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-01-28 21:42:29,23704,ABC00548,Hendrix
High,Event,16:3,Engine,High Engine Coolant Temperature Shutdown,2022-01-28 21:40:03,23704,ABC00548,Hendrix
Medium,Event,15:2,Engine,High Engine Coolant Temperature Derate,2022-01-28 21:39:58,23704,ABC00548,Hendrix
Low,Event,17:1,Engine,High Engine Coolant Temperature Warning,2022-01-28 21:38:20,23704,ABC00548,Hendrix
Low,Diagnostic,336:2,Engine,"Engine Control Switch:Erratic, Intermittent, or Incorrect",2021-12-31 17:23:29,23636,ABC00548,Hendrix
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-12-30 09:10:51,23633,ABC00548,Hendrix
Low,Diagnostic,336:2,Engine,"Engine Control Switch:Erratic, Intermittent, or Incorrect",2021-12-03 16:03:12,23341,ABC00548,Hendrix
Low,Diagnostic,100:3,Engine,Engine Oil Pressure Sensor:Voltage Above Normal,2021-12-03 16:03:11,23341,ABC00548,Hendrix
Low,Event,100:1,Engine,Low Engine Oil Pressure Warning,2021-12-03 15:51:07,23341,ABC00548,Hendrix
Low,Event,100:1,Engine,Low Engine Oil Pressure Warning,2021-12-03 13:15:06,23338,ABC00548,Hendrix
Low,Event,99:1,Engine,Engine Oil Filter Restriction Warning,2021-12-03 13:14:35,23338,ABC00548,Hendrix
High,Event,4:3,Engine,Engine Overspeed Shutdown,2021-12-03 12:03:34,23338,ABC00548,Hendrix
Low,Event,190:1,Engine,Engine Overspeed Warning,2021-12-03 12:03:34,23338,ABC00548,Hendrix
Low,Diagnostic,542:2,Engine,"Engine Oil Pressure Sensor - Before Oil Filter:Erratic, Intermittent, or Incorrect",2021-12-03 12:01:53,23338,ABC00548,Hendrix
Low,Diagnostic,100:2,Engine,"Engine Oil Pressure Sensor:Erratic, Intermittent, or Incorrect",2021-12-03 12:01:52,23338,ABC00548,Hendrix
Low,Diagnostic,100:3,Engine,Engine Oil Pressure Sensor:Voltage Above Normal,2021-12-03 12:01:52,23338,ABC00548,Hendrix
Medium,Diagnostic,91:8,Engine,"Throttle Position Sensor:Abnormal Frequency, Pulse Width, or Period",2021-12-03 12:01:51,23273,ABC00548,Hendrix
High,Event,40:3,Engine,Low Engine Oil Pressure Shutdown,2021-12-03 12:01:28,23338,ABC00548,Hendrix
High,Event,16:3,Engine,High Engine Coolant Temperature Shutdown,2021-12-03 11:57:32,23338,ABC00548,Hendrix
Medium,Event,15:2,Engine,High Engine Coolant Temperature Derate,2021-12-03 11:57:27,23338,ABC00548,Hendrix
Low,Event,17:1,Engine,High Engine Coolant Temperature Warning,2021-12-03 11:57:06,23338,ABC00548,Hendrix
Medium,Diagnostic,110:3,Engine,Engine Coolant Temperature Sensor:Voltage Above Normal,2021-12-03 11:54:50,23338,ABC00548,Hendrix
Low,Diagnostic,336:2,Engine,"Engine Control Switch:Erratic, Intermittent, or Incorrect",2021-11-30 08:43:15,23272,ABC00548,Hendrix
Low,Diagnostic,101:3,Engine,Crankcase Air Pressure Sensor:Voltage Above Normal,2021-11-16 08:12:14,23106,ABC00548,Hendrix
Low,Diagnostic,175:3,Engine,Engine Oil Temperature Sensor:Voltage Above Normal,2021-11-16 04:16:09,23106,ABC00548,Hendrix
Low,Event,101:1,Engine,High Crankcase Pressure Warning,2021-11-15 09:35:46,23106,ABC00548,Hendrix
Low,Event,101:1,Engine,High Crankcase Pressure Warning,2021-11-14 10:49:36,23101,ABC00548,Hendrix
Low,Event,101:1,Engine,High Crankcase Pressure Warning,2021-11-02 21:20:49,23019,ABC00548,Hendrix
Low,Diagnostic,336:2,Engine,"Engine Control Switch:Erratic, Intermittent, or Incorrect",2021-10-25 03:35:55,22964,ABC00548,Hendrix
Medium,Diagnostic,91:8,Engine,"Throttle Position Sensor:Abnormal Frequency, Pulse Width, or Period",2021-10-25 03:33:25,22964,ABC00548,Hendrix
Low,Diagnostic,336:2,Engine,"Engine Control Switch:Erratic, Intermittent, or Incorrect",2021-10-16 05:25:47,22799,ABC00548,Hendrix
Low,Diagnostic,336:2,Engine,"Engine Control Switch:Erratic, Intermittent, or Incorrect",2021-10-10 16:44:50,22770,ABC00548,Hendrix
Low,Event,190:1,Engine,Engine Overspeed Warning,2021-09-09 19:30:22,22504,ABC00548,Hendrix
High,Event,4:3,Engine,Engine Overspeed Shutdown,2021-09-09 19:30:22,22504,ABC00548,Hendrix
High,Event,40:3,Engine,Low Engine Oil Pressure Shutdown,2021-09-09 19:28:41,22504,ABC00548,Hendrix
Low,Event,100:1,Engine,Low Engine Oil Pressure Warning,2021-09-09 19:28:36,22504,ABC00548,Hendrix
Low,Event,99:1,Engine,Engine Oil Filter Restriction Warning,2021-09-09 19:27:59,22504,ABC00548,Hendrix
Low,Diagnostic,100:2,Engine,"Engine Oil Pressure Sensor:Erratic, Intermittent, or Incorrect",2021-09-09 19:27:25,22504,ABC00548,Hendrix
Low,Diagnostic,542:2,Engine,"Engine Oil Pressure Sensor - Before Oil Filter:Erratic, Intermittent, or Incorrect",2021-09-09 19:27:25,22504,ABC00548,Hendrix
Low,Diagnostic,336:2,Engine,"Engine Control Switch:Erratic, Intermittent, or Incorrect",2021-09-09 19:27:05,22504,ABC00548,Hendrix
High,Event,16:3,Engine,High Engine Coolant Temperature Shutdown,2021-09-09 19:26:26,22504,ABC00548,Hendrix
Medium,Event,15:2,Engine,High Engine Coolant Temperature Derate,2021-09-09 19:26:20,22504,ABC00548,Hendrix
Low,Event,17:1,Engine,High Engine Coolant Temperature Warning,2021-09-09 19:26:19,22504,ABC00548,Hendrix
Medium,Diagnostic,110:3,Engine,Engine Coolant Temperature Sensor:Voltage Above Normal,2021-09-09 19:24:20,22504,ABC00548,Hendrix
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-09-09 13:28:56,22504,ABC00548,Hendrix
Low,Diagnostic,336:2,Engine,"Engine Control Switch:Erratic, Intermittent, or Incorrect",2021-09-05 10:22:08,22482,ABC00548,Hendrix
Low,Event,100:1,Engine,Low Engine Oil Pressure Warning,2021-08-27 23:41:13,22383,ABC00548,Hendrix
Low,Event,100:1,Engine,Low Engine Oil Pressure Warning,2021-08-27 08:02:15,22370,ABC00548,Hendrix
Low,Event,100:1,Engine,Low Engine Oil Pressure Warning,2021-08-24 16:06:06,22314,ABC00548,Hendrix
Low,Event,100:1,Engine,Low Engine Oil Pressure Warning,2021-08-21 00:13:48,22299,ABC00548,Hendrix
Low,Event,100:1,Engine,Low Engine Oil Pressure Warning,2021-08-17 00:41:58,22290,ABC00548,Hendrix
Low,Event,100:1,Engine,Low Engine Oil Pressure Warning,2021-08-15 03:25:49,22278,ABC00548,Hendrix
Low,Diagnostic,827:8,Engine,"Left Exhaust Temperature Sensor:Abnormal Frequency, Pulse Width, or Period",2021-08-14 14:46:18,22266,ABC00548,Hendrix
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2021-08-14 10:17:27,22266,ABC00548,Hendrix
