Severity,Type,Code,Source,Description,Timestamp,Run_Hours,Asset,Site
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-27 16:09:18,55981,ABB00232,Florianopolis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-27 09:19:55,55978,ABB00232,Florianopolis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-26 10:23:25,55973,ABB00232,Florianopolis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-21 18:42:49,55862,ABB00232,Florianopolis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-20 12:22:20,55836,ABB00232,Florianopolis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-10 08:35:32,55592,ABB00232,Florianopolis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-08 10:37:56,55546,ABB00232,Florianopolis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-05 10:33:23,55481,ABB00232,Florianopolis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-04 17:29:21,55465,ABB00232,Florianopolis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-04 13:47:49,55463,ABB00232,Florianopolis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-04-01 10:17:11,55388,ABB00232,Florianopolis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-30 06:56:26,55370,ABB00232,Florianopolis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-28 17:40:02,55360,ABB00232,Florianopolis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-26 11:17:36,55322,ABB00232,Florianopolis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-23 15:39:35,55318,ABB00232,Florianopolis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-23 08:23:54,55311,ABB00232,Florianopolis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-22 16:40:14,55303,ABB00232,Florianopolis
Medium,Diagnostic,91:13,Engine #5,Throttle Position Sensor:Out of Calibration,2022-03-22 14:20:07,55301,ABB00232,Florianopolis
Medium,Diagnostic,168:1,Engine #5,Electrical System Voltage:Low,2022-03-22 14:20:07,55301,ABB00232,Florianopolis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-22 07:49:28,55301,ABB00232,Florianopolis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-21 19:31:35,55298,ABB00232,Florianopolis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-14 11:18:53,55286,ABB00232,Florianopolis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-12 16:13:11,55284,ABB00232,Florianopolis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-11 09:26:28,55254,ABB00232,Florianopolis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-08 22:00:37,55194,ABB00232,Florianopolis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-08 11:49:41,55184,ABB00232,Florianopolis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-08 10:36:19,55183,ABB00232,Florianopolis
Medium,Diagnostic,590:9,Communication Gateway #1,Engine Control Module:Abnormal Update Rate,2022-03-04 19:43:52,55156,ABB00232,Florianopolis
